name,degree,address,tel
겟썸커피 다운스테어즈,3.5,서울 강남구 봉은사로6길 30 지하1층,070-4113-3619
스타벅스 강남R점,4.2,서울 강남구 강남대로 390 미진프라자 1층 101호,1522-3232
모스가든,3.4,서울 강남구 논현로139길 12,02-546-8532
까치화방 강남점,,서울 강남구 봉은사로4길 23 1층,02-558-5533
코드케이 강남점,3.6,서울 강남구 봉은사로2길 31 지하1층,02-501-8245
클라우즈비,3.8,서울 강남구 논현로28길 10 1층,0507-1406-5405
팀홀튼 신논현역점,2.9,서울 강남구 강남대로 476 1층,
블루보틀 역삼 카페,3.9,서울 강남구 테헤란로 129 강남N타워 1층,1533-6906
크리에잇쿠키 역삼점,4.2,서울 강남구 테헤란로25길 36 2층,02-558-8890
쉼스토리,4.5,서울 강남구 역삼로3길 17 혜진빌딩 3층,070-7778-6441
비트포비아 강남던전점,3.6,서울 강남구 강남대로84길 33 대우디오빌플러스 지하1층 111호,02-555-4360
커피루소 청담점,4.2,서울 강남구 선릉로158길 16 다현빌딩 1층,02-545-9935
누데이크 하우스도산,3.6,서울 강남구 압구정로46길 50 지하1층,070-4128-2125
듀자미,2.9,서울 강남구 도산대로11길 28 1층,02-3443-0030
더달달,4.2,"서울 강남구 강남대로102길 38-6 1층, 2층",02-562-3737
소나,4.0,서울 강남구 강남대로162길 40 201호,02-515-3246
카페그라쎄,4.0,서울 강남구 도산대로17길 19 온암빌딩 1층,02-542-3446
노티드 삼성,3.7,서울 강남구 테헤란로103길 9 제일빌딩 1층,070-4143-9377
당옥,3.7,서울 강남구 강남대로162길 22 1층 101호,02-3443-1227
브라운핸즈 도곡점,2.8,서울 강남구 논현로26길 48 브라운핸즈도곡점,02-572-0332
사푼사푼 서울 대치본점,3.6,서울 강남구 영동대로 416 KT&G타워 1층,02-3484-5408
쇼토 압구정본점,3.9,서울 강남구 압구정로18길 14-6 1층,
논탄토 신사점,3.7,서울 강남구 도산대로17길 35,
브라운홀릭,3.4,서울 강남구 강남대로98길 25 1층,02-555-5978
로얄마카롱,4.3,서울 강남구 테헤란로25길 26 3층,070-4110-2000
데바스테이트 청담,4.2,서울 강남구 선릉로162길 51 1층,070-7717-6100
카페키츠네 서울,4.0,서울 강남구 가로수길 23,
파시0914,3.2,서울 강남구 도산대로45길 15 지하 1층,02-2056-0917
키이스케이프 강남 더오름,4.8,서울 강남구 테헤란로6길 30 지하1층,010-3776-6082
커피라이터,4.3,서울 강남구 논현로161길 15 1층,070-4141-3222
겟썸커피 신사점,3.7,서울 강남구 논현로159길 46-6 지하1층,070-4223-3619
나따오비까 신사점,3.7,서울 강남구 압구정로2길 37 1층,02-518-8618
버터풀&크리멀러스,3.8,서울 강남구 언주로172길 59 삼도빌딩 1층,02-518-2223
펠트커피 도산공원점,3.5,서울 강남구 언주로164길 23,070-7756-3145
스타벅스 수서역R점,3.6,서울 강남구 광평로 281 수서빌딩 1층,1522-3232
스타벅스 청담스타R점,4.5,서울 강남구 도산대로57길 24,1522-3232
팀홀튼 선릉역점,2.5,서울 강남구 테헤란로 408 1층,070-7450-1002
오더에스프레소,3.7,서울 강남구 봉은사로82길 27 아스텔빌딩 1층,
홍팥집 양재점,4.5,서울 강남구 남부순환로359길 31 1층,02-572-6577
키이스케이프 강남점,4.7,서울 강남구 강남대로96길 17 6층,010-7456-6082
수목금토카페,3.7,서울 강남구 강남대로136길 63 1층,070-4226-7812
비엔나커피하우스 압구정극동타워점,4.2,서울 강남구 압구정로 152,02-548-1683
클로리스티룸 코엑스몰점,4.2,서울 강남구 영동대로 513 I109호,02-558-7523
모찌방,4.4,서울 강남구 삼성로75길 41 1층 101호,070-4007-6851
마크레인커피,2.8,서울 강남구 선릉로157길 23-5 1층,02-516-5202
후웨이즈텐카민,3.8,서울 강남구 선릉로107길 4,02-568-2227
블루보틀 압구정 카페,3.6,서울 강남구 논현로 854 안다즈호텔 101호,1533-6906
카페레이어스튜디오,2.6,서울 강남구 삼성로75길 40 1층,02-555-6660
데쎄르룸,4.6,서울 강남구 봉은사로51길 13 1층,010-5005-6190
할리스 강남역점,3.2,서울 강남구 강남대로 402 시계탑빌딩 1층,02-555-0890
누데이크 신사,3.0,"서울 강남구 강남대로162길 43 Le82빌딩 1,2층",070-4177-6977
클로리스 역삼GFC점,4.1,서울 강남구 테헤란로 152 강남파이낸스센터 지하1층,02-553-7523
뮬리,3.6,서울 강남구 논현로93길 6 1층,02-538-0803
카페알케미,3.9,서울 강남구 양재대로53길 7 1층,070-7543-1385
겟 올라잇 청담,3.6,서울 강남구 도산대로57길 18,010-3065-0895
더스노우 논현점,4.2,서울 강남구 강남대로118길 40 1층 103호,02-6032-8989
욕망의북카페,3.9,"서울 강남구 강남대로102길 45 2,3층",02-6956-0121
고양이라좋은날,4.4,서울 강남구 강남대로98길 28 5층,02-556-3880
제이콥스라운지커피,4.3,서울 강남구 논현로 660 1층,02-514-8246
스타벅스 청담사거리점,3.6,서울 강남구 도산대로 458 리츠타워,1522-3232
트리오드,3.4,서울 강남구 강남대로94길 28 유니언타운 L층,02-568-9427
르사이트,3.5,서울 강남구 도산대로11길 22,
블랙랩,3.5,서울 강남구 선릉로96길 5-16 지하1층,070-4858-3588
그레이스케일커피,3.4,서울 강남구 강남대로102길 38,
룸카페 바니,3.3,서울 강남구 강남대로96길 12 3층 301호,
카페파이브바,4.1,서울 강남구 언주로172길 65,
스타벅스 선릉세화빌딩점,2.8,서울 강남구 테헤란로64길 18 세화빌딩 1층,1522-3232
북앤레스트,4.6,서울 강남구 삼성로104길 22 1층,02-3453-2356
나따오비까 대치점,,서울 강남구 선릉로64길 26 1층,02-558-8618
포스톤즈 삼성점,3.9,서울 강남구 테헤란로103길 5 1층,02-568-7778
카페시트롱,3.8,서울 강남구 논현로26길 56 1층,02-574-3998
네버랜드,4.0,서울 강남구 봉은사로7길 32 1층,02-547-7731
스타벅스 스타필드코엑스몰 R점,3.4,서울 강남구 삼성동 159-9 코엑스 A106호,1522-3232
쎄쎄종,4.2,서울 강남구 언주로146길 39,
스타벅스 양재강남빌딩R점,3.7,서울 강남구 남부순환로 2621,1522-3232
자연도소금빵 도산점,3.5,서울 강남구 도산대로49길 41 1층,02-512-2245
아임뮤트,4.5,서울 강남구 논현로157길 36 1층,
스타벅스 선릉역점,3.8,서울 강남구 테헤란로 334 교정공제회역삼빌딩 1층,1522-3232
소과당,2.7,서울 강남구 강남대로96길 12 A동 2층,02-538-8188
리사르커피로스터스,4.6,서울 강남구 도산대로99길 60 1층,070-7778-5538
스크렘,3.4,서울 강남구 봉은사로4길 17,
마망갸또 신사가로수길점,3.1,서울 강남구 압구정로10길 30-12,02-515-3937
사주카페 재미난조각가 압구정로데오점,2.2,서울 강남구 선릉로155길 13-2,
테이블스 역삼점,3.9,서울 강남구 논현로85길 52 1층,02-563-1144
트래고드,4.7,서울 강남구 남부순환로351길 19 영빌딩 1층,02-569-3333
커피브루어,2.8,서울 강남구 남부순환로391길 15 1층,02-501-7587
스타벅스 선릉동신빌딩R점,3.0,서울 강남구 테헤란로 409 동신빌딩 1층,1522-3232
두레브,3.6,서울 강남구 헌릉로569길 23 유찬빌딩 1층,02-451-1411
커피빈 강남역먹자골목점,3.7,서울 강남구 테헤란로1길 29 1~3층,02-552-6311
봉브라더스 강아지카페,2.8,서울 강남구 강남대로118길 39 2층,02-548-0888
퍼센트아라비카 1호점,3.6,서울 강남구 삼성동 159-9 스타필드코엑스몰 별마당도서관 1층 B001호,02-6002-5300
레이어프로젝트,3.3,서울 강남구 역삼로63길 19 1층,02-501-3920
사주테라피,3.4,서울 강남구 봉은사로 326 남전빌딩 9층 913호,070-7560-1087
스타벅스 강남대로점,4.4,서울 강남구 강남대로 456 한석타워 2층 1-2호,1522-3232
플레어비 도곡본점,3.4,서울 강남구 논현로26길 33 1층,02-578-3300
커피씨 COFFEE C,5.0,서울 강남구 언주로129길 17 1층,02-546-4044
인더무드,4.3,서울 강남구 일원로5길 10 1층,
스타벅스 강남우성점,3.9,서울 강남구 강남대로 328 강남역쉐르빌,1522-3232
비비브라운,4.0,서울 강남구 도산대로 412 남강빌딩 1층,02-545-5707
트키 도산,4.6,서울 강남구 도산대로45길 10-2 1층,02-516-2654
프레스카29,4.3,서울 강남구 논현로28길 29,02-575-2558
스타벅스 강남비젼타워점,3.8,서울 강남구 테헤란로2길 27 패스트파이브빌딩 1층,1522-3232
투썸플레이스 강남역중앙점,1.9,서울 강남구 테헤란로1길 16 삼원빌딩 2층,02-558-1125
스타벅스 압구정로데오역점,3.8,"서울 강남구 선릉로 836 삼원빌딩 1,2층",1522-3232
헤이미,3.8,서울 강남구 논현로172길 21 101호,070-8883-2016
스타벅스 학여울역점,3.5,서울 강남구 영동대로 215,1522-3232
전광수커피하우스 학동사거리점,4.0,서울 강남구 언주로148길 31,02-3447-0233
미노스,3.6,서울 강남구 가로수길 80 한림빌딩 2층,070-8818-4601
스타벅스 압구정,3.7,서울 강남구 압구정로30길 17,1522-3232
노티드 압구정 갤러리아,3.9,서울 강남구 압구정로 343 지하1층,1800-6067
에그서울,3.9,서울 강남구 학동로55길 22 1층,02-540-3951
구테로이테,4.1,서울 강남구 선릉로131길 16 1층,02-528-1117
스타벅스 포이점,4.2,서울 강남구 논현로 88,1522-3232
차백도,3.1,"서울 강남구 선릉로 328 1층 6,7호",02-563-1007
더체어,3.4,서울 강남구 논현로26길 30-6,02-576-2286
로와이드 압구정점,3.5,서울 강남구 압구정로 146 1층,
스타벅스 학동역점,3.1,서울 강남구 논현로 704,1522-3232
플라워베이커리 가로수길점,3.8,서울 강남구 압구정로2길 45 1층,02-515-1345
피그인더가든 코엑스점,2.8,서울 강남구 테헤란로87길 22 1층,02-568-5990
스타벅스 강남구청역점,3.1,서울 강남구 선릉로 669 웰빙센터 1층,1522-3232
카멜커피 도산점,2.8,서울 강남구 도산대로45길 16-8 1층,010-7774-1484
북카페레벤,4.8,서울 강남구 학동로 116 1층,02-2278-6607
투썸플레이스 논현역사거리점,2.6,서울 강남구 강남대로 548 건우빌딩 1층,02-547-2388
반지만들기 반지공방 8그램,4.2,서울 강남구 봉은사로2길 37 혜인빌딩 5층,02-508-8988
엑스케이프 강남점,4.2,서울 강남구 봉은사로2길 16 현도빌딩 지하1층,02-555-9366
윈스커피,3.9,서울 강남구 테헤란로83길 18 1층,
휴가,4.7,서울 강남구 논현로119길 16,02-3444-2022
레이브릭스,3.5,서울 강남구 논현로153길 46 1층,
꼴라보하우스 도산,4.4,서울 강남구 언주로164길 21-3,02-511-2220
스타벅스 강남오거리점,3.9,서울 강남구 봉은사로2길 39 1~3층,1522-3232
스타벅스 삼성역섬유센터R점,3.3,서울 강남구 테헤란로 518,1522-3232
스타벅스 개포동점,4.0,서울 강남구 선릉로 34,1522-3232
이코복스 커피스튜디오 신사점,3.4,서울 강남구 압구정로10길 37 지하1층,
커피에스페란토,4.4,서울 강남구 남부순환로355길 17 1층,02-575-9429
투썸플레이스 대치선릉점,2.6,서울 강남구 테헤란로70길 16 1층,02-557-2707
언더프레셔,3.4,서울 강남구 영동대로106길 37 1층,02-2019-8990
폴바셋 청담점,4.2,서울 강남구 도산대로75길 22 1층,02-548-4310
마스터키 강남점,3.6,서울 강남구 봉은사로6길 26 지하1층,02-558-6685
할리스 세로수길점,2.9,서울 강남구 강남대로152길 41 1층,02-511-1473
헤이티 압구정점,4.8,서울 강남구 언주로168길 40 1층,02-6080-0188
스타벅스 도곡공원점,4.1,서울 강남구 도곡로 205,1522-3232
1998,1.0,서울 강남구 학동로20길 55 1층,
넵타임커피,4.7,서울 강남구 논현로132길 33 1층,02-540-7187
홍팥집 세곡동점,4.6,서울 강남구 헌릉로570길 34 리엔파크프라자 101~103호,02-561-6577
라스트이스케이프,,서울 강남구 강남대로98길 20 4층,02-567-3399
설빙 강남역점,2.1,서울 강남구 테헤란로1길 42 동일빌딩 1층,02-558-7708
스템커피 코엑스점,3.0,서울 강남구 영동대로 513 지하 2층,
카페플랜B,4.3,서울 강남구 테헤란로104길 10,
스타벅스 신압구정점,3.5,서울 강남구 언주로174길 29,1522-3232
커피휘엘,3.9,서울 강남구 논현로149길 62 1층,02-6215-8138
그레이그리스트밀,3.9,서울 강남구 압구정로2길 15 신사아이빌 지하1층 103호,02-546-8902
스타벅스 선정릉역,2.8,서울 강남구 봉은사로 407,1522-3232
스타벅스 코엑스몰점,3.5,서울 강남구 영동대로 513 지하 1층,1522-3232
스타벅스 수서역사거리점,3.9,서울 강남구 광평로 280,1522-3232
카페봄,4.4,서울 강남구 테헤란로43길 19 2층 201호,02-554-0613
카페마당,3.9,서울 강남구 도산대로45길 7 메종에르메스 지하 1층,02-546-3643
탐앤탐스 더클래식압구정로데오점,3.2,서울 강남구 선릉로 823 한양타운 1층,
프롬헤라스 도산점,4.4,"서울 강남구 언주로168길 29 1,2층",0507-1434-5679
스타벅스 신사가로수점,4.0,서울 강남구 가로수길 59,1522-3232
도쿄수플레 가로수길점,,서울 강남구 압구정로10길 35 1층,02-543-7959
투썸플레이스 테헤란선릉역점,2.7,서울 강남구 선릉로89길 16 1층 101호,02-501-0025
스타벅스 학동사거리점,3.6,서울 강남구 도산대로 328,1522-3232
투썸플레이스 역삼성홍타워점,3.0,서울 강남구 테헤란로 138 1층,02-508-2388
루자인 에스프레소 바,4.4,서울 강남구 논현로26길 46-8 1층,02-572-8210
카페마마스 코엑스점,3.1,서울 강남구 영동대로 513 코엑스몰 P105호,02-6002-3240
세븐클루스 강남1호점,1.8,서울 강남구 테헤란로2길 8 지하 1층,010-6551-6561
투썸플레이스 포스코사거리점,2.0,서울 강남구 테헤란로 508 해성2빌딩 1층,02-568-2377
까사넬로,3.4,"서울 강남구 봉은사로29길 10 1,2층",0507-1333-2984
스타벅스 신세계푸드마켓도곡점,4.1,서울 강남구 언주로30길 57 타워팰리스 F동 지하1층,1522-3232
스타벅스 가로수길점,3.1,서울 강남구 논현로175길 94 임도빌딩 1층,1522-3232
투썸플레이스 수서역점,2.4,서울 강남구 광평로56길 8-13 수서타워 1층 102~107호,02-459-3486
올리버브라운 신논현점,3.2,서울 강남구 봉은사로1길 4 1층,02-2138-1347
커피스미스 본사점,4.0,서울 강남구 테헤란로8길 25 커피스미스빌딩 1층,02-566-6740
투썸플레이스 강남신사점,,"서울 강남구 강남대로152길 22 신사케이타워 1,2층",02-549-0238
카페레꼴뜨,4.3,서울 강남구 봉은사로50길 10 1층,070-7777-7675
프라텔리,4.1,"서울 강남구 봉은사로4길 31 지하1층,1층",010-5025-0261
커피빈 신논현역점,4.2,서울 강남구 봉은사로 108 글라스톤빌딩 1층,02-569-9061
투썸플레이스 강남도산점,4.3,서울 강남구 도산대로37길 19 1층,02-3445-7523
스타벅스 압구정역점,3.7,"서울 강남구 압구정로 170 관영빌딩 지하1층, 1층",1522-3232
스타벅스 논현역사거리점,3.8,서울 강남구 강남대로 538,1522-3232
스타벅스 강남세곡점,4.2,서울 강남구 헌릉로569길 18,1522-3232
날웃게해,4.1,서울 강남구 논현로119길 17-4 b101호,02-485-0583
타우너스에스프레소바 역삼점,4.1,"서울 강남구 테헤란로28길 41 1,2층",02-2135-1467
폴바셋 코엑스몰점,4.4,서울 강남구 영동대로 517 P104호,02-3454-0349
스타벅스 도산가로수길점,4.6,서울 강남구 도산대로 134 2층,1522-3232
카페그라노,4.1,서울 강남구 역삼로64길 15 1층,
스타벅스 삼성교점,4.0,서울 강남구 영동대로86길 12 동남유화빌딩1층,1522-3232
갤러리카페엔소,2.0,서울 강남구 밤고개로14길 25-4 1층,02-451-2342
와인북카페,3.8,서울 강남구 논현로149길 5 1층,02-549-0490
스윙부스,5.0,서울 강남구 논현로121길 12,070-8671-0720
팬케이크샵 가로수길점,4.3,서울 강남구 강남대로162길 21 1층,070-8806-4440
스타벅스 삼성도심공항점,4.2,서울 강남구 테헤란로87길 33 지상 1층,1522-3232
탐앤탐스 압구정본점,3.0,서울 강남구 논현로163길 10 1층,02-542-4565
커피스미스 신논현점,3.0,"서울 강남구 강남대로118길 45 1, 2층",02-546-7727
스타벅스 강남세곡DT점,4.4,서울 강남구 헌릉로 727,
파치노 에스프레소바,3.0,서울 강남구 강남대로162길 37 1층,070-8822-1940
바나프레소 강남점,3.9,서울 강남구 테헤란로4길 46 쌍용플래티넘 1층,070-8998-8922
그랜드인터컨티넨탈 서울파르나스 로비라운지&바,4.1,서울 강남구 테헤란로 521 1층,02-559-7603
투썸플레이스 역삼역점,3.8,"서울 강남구 테헤란로27길 16 BMY역삼타워 1동 1, 2층",02-555-2348
카페바잇미 신사점,4.5,서울 강남구 논현로175길 101-3 1층,070-7766-1824
로얄마카롱 신사역점,4.6,서울 강남구 도산대로1길 6,070-4169-5688
글루글루,3.2,서울 강남구 테헤란로79길 33 지하1층 101호,070-4035-9098
TWG Tea 압구정 안다즈점,4.3,서울 강남구 논현로 854 1층 102호,070-4224-7300
스타벅스 도곡역점,3.6,서울 강남구 남부순환로 2909,1522-3232
퓨,5.0,서울 강남구 논현로105길 13 1층,02-555-8958
엔646,4.3,서울 강남구 논현로 646 1층,02-6188-8290
로네펠트티하우스 코엑스점,3.5,서울 강남구 영동대로 513 1층 E001호,02-551-1823
테라로사 코엑스점,3.6,서울 강남구 영동대로 513 1층 E003호,033-648-2760
코드이스케이프 가로수길점,5.0,서울 강남구 가로수길 14 5층,02-541-7544
지유가오카핫쵸메 7호점,4.6,서울 강남구 강남대로118길 59 1층 102호,1600-1510
삼성동커피볶는집,4.7,서울 강남구 봉은사로68길 49,02-567-9997
37.5 청담삼성점,3.8,서울 강남구 삼성로119길 8 2층,02-540-3705
스타벅스 압구정미소점,4.1,서울 강남구 논현로 841 1층,1522-3232
스타벅스 국기원사거리점,4.2,서울 강남구 테헤란로 125 디에이성형외과빌딩 2층,1522-3232
스탠다드시스템,4.5,서울 강남구 선릉로148길 48-5 지하 1층,010-2295-1922
폴바셋 일원역점,4.2,서울 강남구 일원로 지하 121 1층 101호,02-445-1430
카페크레오,4.4,서울 강남구 봉은사로67길 28,070-4115-3461
세라젬웰카페 서울대치직영점,4.7,서울 강남구 선릉로 323 1층,02-6951-0325
수수커피 강남N타워점,,"서울 강남구 테헤란로 129 강남N타워 지하1층 2,3호",02-6250-0925
사주솟대신점,,서울 강남구 압구정로 334 201호,02-514-3307
메가MGC커피 신논현역점,3.1,서울 강남구 강남대로 480 1층,02-518-0656
스타벅스 압구정로점,4.5,서울 강남구 압구정로42길 32 1층,1522-3232
카페포엠 가로수길점,4.1,서울 강남구 압구정로4길 13-11,02-512-4440
커피빈 역삼점,4.5,"서울 강남구 논현로 512 1,2층",02-569-8051
하이테이블 차병원사거리점,4.0,"서울 강남구 논현로 604 태성빌딩 1,2층",
N237카페앤베이커리,4.0,서울 강남구 언주로113길 7 1층,02-546-1137
투썸플레이스 신논현점,3.0,서울 강남구 봉은사로 125 리스트강남 1층 101호,02-2039-8991
카페비밀,4.6,서울 강남구 논현로26길 30-8 1층,
어글리퍼피,,서울 강남구 언주로170길 26-6 1층,02-8996-7700
앙떼띠커피로스터리,4.6,서울 강남구 영동대로 326 3층,
스타벅스 르네상스사거리점,4.8,서울 강남구 테헤란로 306 카이트타워 1층,1522-3232
카멜커피 도산2호점,2.9,서울 강남구 언주로164길 14-1 1층,
스타벅스 아크플레이스점,4.0,서울 강남구 테헤란로 142 아크플레이스 1층,1522-3232
스타벅스 언주역점,3.3,서울 강남구 봉은사로 222,1522-3232
어반81,4.2,서울 강남구 봉은사로67길 14 1층 101호,010-2413-7595
스타벅스 강남구청정문점,4.4,서울 강남구 학동로 419,1522-3232
라오상하이 찻집 논현점,4.3,서울 강남구 학동로38길 6 1층,02-511-5473
투썸플레이스 학동사거리점,2.5,서울 강남구 선릉로 806 킹콩빌딩 1층,02-515-0305
투썸플레이스 압구정로데오역점,1.9,서울 강남구 선릉로 845 2층 10호,02-3443-2800
탐앤탐스블랙 압구정점,2.9,서울 강남구 언주로172길 11 1층,02-517-9890
카페시그니처,4.0,"서울 강남구 봉은사로 218 1, 2, 3층",070-5208-7511
스타벅스 역삼대로점,4.3,서울 강남구 테헤란로 211 한국고등교육재단빌딩1층,1522-3232
스타벅스 선릉로점,3.6,서울 강남구 선릉로93길 22 대흥빌딩 1층,1522-3232
스타벅스 삼성점,3.8,서울 강남구 테헤란로 443 애플트리타워 1층,1522-3232
에슬로우커피 역삼1호점,4.1,서울 강남구 논현로85길 52 역삼푸르지오시티 1층,02-565-5977
카페 리퍼크,4.2,서울 강남구 강남대로 382 1층,0507-1366-8208
맨메이드 도산,4.0,서울 강남구 선릉로153길 35,02-515-8897
스타벅스 서울세관사거리점,4.6,서울 강남구 언주로 650 한국건설기술인협회,1522-3232
싸인이스케이프 강남시티점,5.0,서울 강남구 강남대로94길 67 도연빌딩 지하1층,02-558-1008
하프웨이,4.6,서울 강남구 강남대로152길 55 태영빌딩 지하1층,
로파치노에스프레소바,3.6,서울 강남구 강남대로162길 37 1층,
이디야커피 역삼역점,3.4,서울 강남구 테헤란로25길 17 1층,02-3454-0045
메가MGC커피 삼성중앙점,3.4,서울 강남구 영동대로85길 28 성원타워1 1층,02-555-5869
퍼즐팩토리 강남점,3.6,서울 강남구 강남대로102길 13 3층,010-7569-3531
투썸플레이스 강남구청역점,3.6,서울 강남구 학동로 335,02-511-0456
아마폴라델리,3.3,서울 강남구 언주로 510 1층,
설빙 강남역2호점,1.6,서울 강남구 봉은사로2길 21 반석빌딩 2층,02-6261-6802
로네펠트티하우스 선릉점,4.0,서울 강남구 테헤란로69길 13 명지빌딩 1층,02-553-7949
투썸플레이스 청담역점,2.7,서울 강남구 영동대로 704 삼강빌딩 1층,02-512-8670
스타벅스 코엑스사거리점,4.3,서울 강남구 영동대로 616,1522-3232
카롱씨,4.3,서울 강남구 테헤란로8길 28-4 1층,
스타벅스 역삼초교사거리점,4.3,서울 강남구 역삼로 123,1522-3232
베이커리로컬 커피나무,3.5,서울 강남구 강남대로102길 15,
몽크투바흐,4.7,서울 강남구 도산대로27길 21,070-8637-5636
설빙 서울대치점,3.2,서울 강남구 선릉로62길 33 장성빌딩 1층,
폴바셋 NC타워삼성점,4.1,서울 강남구 테헤란로 509 1층,02-568-9410
윰드,4.3,서울 강남구 도산대로58길 18,02-544-1106
플르서라구뜨,3.6,서울 강남구 압구정로46길 23 1층,
스타벅스 센터필드R,3.9,서울 강남구 테헤란로 231 센터필드 East타워 지하1층,1522-3232
범표원두 역삼점,4.3,서울 강남구 테헤란로37길 42 지하1층 102호,02-6402-3071
타이티 플래그십스토어,4.3,서울 강남구 선릉로18길 4 1층,02-3463-7542
지유가오카핫초메 선릉점,4.1,서울 강남구 테헤란로52길 16 상가 1동 11호,070-8804-6226
37.5 시그니처 개포점,3.8,서울 강남구 개포로 504 메트하임 17층,02-511-3705
파스쿠찌 역삼테헤란점,3.7,서울 강남구 테헤란로 151 역삼하이츠빌딩 1층,02-552-8497
커피기업 압구정점,5.0,서울 강남구 압구정로 228 107호,02-515-2280
투썸플레이스 학동역점,4.1,서울 강남구 논현로 662 헤리츠타워 1층,02-545-0155
경성미술관,4.9,서울 강남구 도산대로15길 32 지하1층,070-7543-7976
메가MGC커피 가로수길점,5.0,서울 강남구 가로수길 19 1층,02-540-1041
메가MGC커피 강남로데오점,2.8,서울 강남구 강남대로78길 12 예미프레스티지 1층,02-557-1341
페르에피스,2.1,서울 강남구 언주로30길 10 현대비전21빌딩 1층,
플링크 압구정점,4.4,서울 강남구 언주로173길 23 1층,02-540-0301
잇테이블,3.5,서울 강남구 역삼로14길 8,02-552-6662
메가MGC커피 압구정역점,3.9,서울 강남구 압구정로28길 25 동심빌딩 1층 2호,02-511-1533
스타벅스 청담영동대로점,4.4,서울 강남구 영동대로 720 원일빌딩 1층,1522-3232
할리스 역삼스타점,3.9,서울 강남구 테헤란로26길 12 1층,02-501-4142
스타벅스 을지병원사거리점,3.8,서울 강남구 논현로 752,1522-3232
스타벅스 삼성역점,4.1,서울 강남구 테헤란로 620,1522-3232
벨지움재즈카페,3.9,서울 강남구 테헤란로83길 20 건영빌딩 지하1층,02-555-3371
에이쓰리바우트커피,4.1,서울 강남구 강남대로154길 19 지하1층,02-704-0701
할리스 도곡점,2.2,서울 강남구 논현로28길 54 1층,02-6204-3311
커피빈 뉴압구정점,4.0,서울 강남구 논현로167길 9 낙산프라자 1층,02-545-3181
투썸플레이스 역삼점,2.8,서울 강남구 논현로 419 PMK빌딩 1층,02-565-2388
스타벅스 대치점,3.7,서울 강남구 도곡로 511,1522-3232
라메종드플레,4.2,"서울 강남구 논현로 520 청송빌딩 1층, 지하1층",02-567-4040
스타벅스 논현힐탑점,3.1,서울 강남구 논현로 648,1522-3232
카페282,4.2,서울 강남구 논현로145길 46 1층,02-514-3153
메가MGC커피 역삼중앙점,5.0,서울 강남구 논현로76길 10 1층 101호,02-567-2257
스타벅스 대치재경빌딩점,3.5,"서울 강남구 남부순환로 2947 재경빌딩 1, 2층",1522-3232
올비바이테일러커피,3.3,서울 강남구 도곡로 401 롯데백화점 강남점 신관 더콘란샵 1층,
로찌커피 논현점,2.4,서울 강남구 강남대로128길 4 K5 1층,
커피빈 삼성봉은사거리점,4.0,"서울 강남구 영동대로 607 랜드마크빌딩 1,2층",02-3443-5618
갤러리카페 하나둘,5.0,"서울 강남구 논현로 542 금석빌딩 지하1층, 1층 102호",070-4281-8880
카페 첼리스타,5.0,서울 강남구 봉은사로43길 18 우림빌딩 1층,02-543-0102
빌리엔젤 삼성코엑스몰점,2.9,서울 강남구 삼성동 159-9 1층 B003호,070-5051-8137
