name,degree,address,tel
대모산 해맞이명소,0.0,,
도산공원 안창호선생묘,5.0,서울 강남구 도산대로45길 20,
서울명예도로 청담문화거리,0.0,,
완남부원군이후원묘역,0.0,서울 강남구 자곡동 산 39-3,
소지섭숲1호,5.0,서울 강남구 대치동 513-3,
봉은사 해수관음상,5.0,서울 강남구 봉은사로 531,
실로암약수터,0.0,서울 강남구 일원동 63-35,
대모산 무장애나눔길,0.0,,
서울선릉과정릉 성종선릉,5.0,서울 강남구 선릉로100길 1,
도산공원 안창호선생동상,0.0,서울 강남구 도산대로45길 20,
청담도로공원 한강종합개발기념비,4.0,서울 강남구 삼성동 80-4,
강남메디컬투어센터,4.0,서울 강남구 압구정로 161 강남관광안내소 GMTC 1층,1661-2230
광수산,0.0,서울 강남구 수서동 산 10-1,
학동약수터,2.0,서울 강남구 논현동 26,
국수봉,4.4,서울 강남구 개포동 산 211-4,
달콤한스파이촬영지,0.0,서울 강남구 도산대로81길 31,
중종정릉,5.0,서울 강남구 선릉로100길 1,
선정릉나들길,0.0,,
서울명예도로 국기원길,0.0,,
재실,0.0,서울 강남구 선릉로100길 1,
도곡근린공원 원형광장,0.0,서울 강남구 도곡동 산 6-13,
신화숲,0.0,서울 강남구 개포로28길 47,
마루공원산책로,0.0,서울 강남구 개포동 18-1,
봉은사 영각,3.0,서울 강남구 봉은사로 531,
구룡산나들길,0.0,,
탄천,0.0,서울 강남구 삼성동,
제이피훅스씨앤아이,0.0,서울 강남구 삼성로96길 6,
구룡천약수터,5.0,서울 강남구 개포동 118-57,
정자각,5.0,서울 강남구 선릉로100길 1,
양재천 은행나무길,0.0,서울 강남구 대치동 513-3,
서울테마산책길 강남구 양재천,0.0,,
쌍봉약수터,0.0,서울 강남구 일원동 63-32,
마루공원 잔디광장,0.0,서울 강남구 개포동 18-1,
등기소길,4.3,서울 강남구 삼성동,
압구정그래피티,3.0,서울 강남구 압구정동,
봉은사 지장전,4.6,서울 강남구 봉은사로 531,
옥수천약수터,0.0,서울 강남구 개포동 53-22,
대모산나들길,0.0,,
개암약수터,0.0,서울 강남구 개포동 산 53-22,
서울둘레길 9코스 자연생태 유람길,0.0,,
용두천약수터,0.0,서울 강남구 양재대로 478,
마루공원 원형광장,0.0,서울 강남구 개포로 625,
서울도보관광코스 선릉~봉은사,0.0,,
탄천,0.0,서울 강남구 세곡동,
서울명예도로 리버사이드길,0.0,,
비각,0.0,서울 강남구 선릉로100길 1,
봉은사 공덕비,5.0,서울 강남구 영동대로115길 12,
서울테마산책길 포이산책길,5.0,,
봉은사 선불당,0.0,서울 강남구 봉은사로 531,
서울명예도로 가로수길,0.0,,
서울명예도로 아셈길,0.0,,
봉은사 범종각,3.0,서울 강남구 봉은사로 531,
봉은사 북극보전,4.0,서울 강남구 봉은사로 531,
탄천,1.0,서울 강남구 일원동,
봉은사 비각,3.0,서울 강남구 봉은사로 531,
양재천카페거리,3.6,서울 서초구 양재천로 103-2,
탄천,0.0,서울 송파구 잠실동,
양재천,4.3,서울 서초구 양재동 261-23,
구룡산,4.0,서울 서초구 염곡동,02-2155-6860
양재천산책길,5.0,,
연인의거리,5.0,서울 서초구 양재동 99-5,
탄천,0.0,서울 송파구 삼전동,
서초여행자지원센터,0.0,서울 서초구 서초동 1318-7,1800-9008
정도전산소터,4.4,서울 서초구 서초동 산 23-16,
서리풀푸드트럭존,4.7,서울 서초구 서초동 1318-7,
양재역터,5.0,서울 서초구 서초동 1376-8,
잠실운동장 뮤직스타존,5.0,서울 송파구 올림픽로 25,
조선통신사의길,0.0,서울 서초구 남부순환로 지하 2585,
잠실한강공원 청소년광장,0.0,서울 송파구 잠실동 1-1,
서울둘레길 안내센터양재,0.0,서울 서초구 매헌로 99,070-4465-7905
서울명예도로 무지개길,0.0,,
RM숲,4.3,서울 송파구 잠실동 1-1,
매헌시민의숲 매헌윤봉길의사동상,5.0,서울 서초구 양재동 235,
서울 헌릉과 인릉,4.1,서울 서초구 헌인릉길 36-10,02-445-0347
매헌시민의숲 충혼탑,4.0,서울 서초구 양재동 235,
헌릉,4.3,서울 서초구 헌인릉길 36-10,02-445-0347
매헌시민의숲 삼풍참사위령탑,4.2,서울 서초구 양재동 227-3,
석촌호수 서호,4.6,서울 송파구 잠실동 47,
매헌시민의숲 대한항공희생자위령탑,4.7,서울 서초구 양재동 234,
롯데월드 어드벤처,4.0,서울 송파구 올림픽로 240,1661-2000
헌인릉 인릉순조순원왕후릉,5.0,서울 서초구 내곡동 산 13-192,
탄천,0.0,서울 송파구 가락동 514,
송파둘레길 한강길,0.0,,
석촌호수 동호,4.4,서울 송파구 신천동 32,
서울스카이,3.8,"서울 송파구 올림픽로 300 롯데월드타워 B1~B2층, 117~123층",1661-2000
서울석촌동고분군,4.8,서울 송파구 석촌동 248,
삼전나루 터,5.0,서울 송파구 석촌호수로 191,
우리유황온천,3.6,서울 광진구 자양로5길 33 지하2층,02-3436-0005
송리단길,3.0,서울 송파구 송파동,
서초약수터,0.0,서울 서초구 서초동 산 52-17,
방이동먹자골목,4.0,서울 송파구 방이동 95-4,
여의천,2.0,서울 서초구 양재동,
매직아일랜드,4.4,서울 송파구 삼학사로 136,1661-2000
송파나루공원 삼전도비,2.7,서울 송파구 잠실동 47,
헌인릉 홍살문,4.0,서울 서초구 헌인릉길 36-10,
성수동카페거리,3.9,서울 성동구 성수동2가 276-5,
석촌호수산책길,5.0,,
뚝섬전망문화콤플렉스 인증센터,4.6,서울 광진구 자양동 145-4,
우면산,3.6,서울 서초구 우면동 산 36,02-2155-6860
헌인릉 정자각,4.0,서울 서초구 헌인릉길 36-10,
한강,0.0,서울 광진구 자양동,
정국숲3호,4.2,서울 송파구 잠실동 1-1,
아레나광장,0.0,서울 송파구 올림픽로 300,
(주)디에스씨에프씨,0.0,서울 송파구 석촌호수로 188,
헌인릉 비각,0.0,서울 서초구 헌인릉길 36-10,
한유성비,5.0,서울 송파구 잠실동 47,
문정동로데오거리,3.6,서울 송파구 동남로4길 10,02-400-1633
서초 우면산숲길,0.0,서울 서초구 서초동 산 54-6,
뚝섬한강공원 능소화군락지,0.0,서울 성동구 성수동2가 623,
송파관광정보센터,0.0,서울 송파구 송파나루길 206,02-421-0970
워터킹덤,2.7,서울 송파구 송파대로 111 파크하비오 202동,1600-0666
롯데월드 매직캐슬,4.6,서울 송파구 삼학사로 136,1661-2000
서울올림픽공원 평화의광장,4.3,서울 송파구 올림픽로 424,
성수동수제화거리,4.3,서울 성동구 성수동2가 289-30,
휴도예유리공방,0.0,서울 송파구 송파대로37길 90 4층,02-420-7399
석촌호수길 카페거리,4.0,서울 송파구 석촌호수로 278,
송파 평화의소녀상,4.1,서울 송파구 송파대로37길 77,
서울테마산책길 인재개발원 잣나무숲길,0.0,,
서울숲카페거리,3.1,서울 성동구 성수동1가 668-11,
서울숲 곤충식물원,4.3,서울 성동구 성수동1가 685-715,
신사동간장게장골목,1.7,서울 서초구 신반포로47길 107,
충현정묘,1.0,서울 서초구 바우뫼로11안길 46,
성내천,4.5,서울 송파구 신천동,
인릉재실,5.0,서울 서초구 헌인릉길 23,
여의천,0.0,서울 서초구 염곡동,
양꼬치거리,2.8,서울 광진구 자양동 16-35,
건대양꼬치골목,4.8,서울 광진구 동일로18길 70,
롯데월드 자이로스윙,4.7,서울 송파구 송파나루길 15 매직아일랜드,1661-2000
세라젬 웰파크 롯데월드 아이스가든점,0.0,서울 송파구 올림픽로 240 지하3층,
송파둘레길 탄천길,3.3,,
우면산 유아숲,5.0,서울 서초구 서초동 산 36-6,
서울숲 방문자센터,3.7,서울 성동구 뚝섬로 273,02-460-2905
한유성동상,5.0,서울 송파구 잠실로 124,
청권사,3.3,서울 서초구 효령로 135,02-584-3121
잠실롯데월드 로티로리광장,0.0,서울 송파구 송파대로 521 지하1층,
건대맛의거리,3.1,서울 광진구 화양동 6-4,
서울방이동고분군,4.6,서울 송파구 오금로 219,
올림픽공원 몽촌토성,4.3,서울 송파구 올림픽로 424,02-2147-2001
건국대학교 일감호,4.9,서울 광진구 능동로 120,
헌릉비각,5.0,서울 서초구 헌인릉길 36-10,
신세계백화점 파미에스트리트,3.3,서울 서초구 신반포로 176,
건대로데오거리,4.3,서울 광진구 자양동 8-5,
예술의전당 세계음악분수,3.3,서울 서초구 남부순환로 2406,
서울테마산책길 뚝섬숲속길,0.0,,
롯데월드 자이로드롭,5.0,서울 송파구 삼학사로 136,1661-2000
서울어린이대공원 동물원,4.3,서울 광진구 능동 18 어린이대공원 중앙부,02-450-9311
서래섬,4.5,서울 서초구 반포동 137-41 한강둔치반포지구,02-3780-0541
정자각,0.0,서울 서초구 헌인릉길 36-10,
나비농원,0.0,서울 서초구 헌인릉길 36-10,
삼일도자기,0.0,서울 서초구 헌인릉1길 66,02-451-6545
리트릿 스파 시그니엘 서울,5.0,서울 송파구 올림픽로 300 86층,02-3213-1383
송파둘레길,0.0,서울 송파구 문정동 428-2,
건대먹자골목,0.0,서울 광진구 화양동,
효령대군이보묘역,4.8,서울 서초구 효령로 135,
롯데월드 혜성특급,4.7,서울 송파구 송파나루길 15,1661-2000
안산,5.0,서울 서초구 염곡동 산 59-1,
롯데월드 문보트,5.0,서울 송파구 송파나루길 15 매직아일랜드 내,
서울테마산책길 생태공원 둘레길,5.0,,
우면산 입구,4.0,서울 서초구 방배동,
밤을 걷는 밤 11화(방이동),5.0,,
낙천정지,0.0,서울 광진구 자양로3가길 43,
지민숲,5.0,서울 서초구 잠원동 147-1,
매직아일랜드 쁘띠빵빵,5.0,서울 송파구 송파나루길 15,
성수대교참사 희생자위령탑,4.5,서울 성동구 성수동1가 685-571,
서울어린이대공원,4.7,서울 광진구 능동로 216,02-450-9311
새원천,0.0,서울 서초구 양재대로12길 73-19,
내곡둘레길,0.0,,
롯데월드 풍선비행,0.0,서울 송파구 올림픽로 240,
포트메리온 롯데잠실점,0.0,서울 송파구 올림픽로 240 9층,02-2143-7737
헌인릉 홍살문2,0.0,서울 서초구 내곡동 산 12-399,
매직아일랜드 머킹의 회전목마,0.0,서울 송파구 송파나루길 15,
서울테마산책길 서초구 양재천,5.0,,
이승국의사 추모비,0.0,서울 서초구 반포동 117-8,
송정제방,4.3,서울 성동구 송정동,
들꽃풍경텃밭농원,0.0,서울 서초구 신흥안길 70,
롯데월드매직아일랜드 한타지드링,0.0,서울 송파구 송파나루길 15,
성수동갈비골목,2.9,서울 성동구 성수동1가 668-11,
서울어린이대공원 놀이동산,4.3,서울 광진구 능동로 216,02-450-9311
롯데월드 자연생태체험관,0.0,서울 송파구 올림픽로 240,02-411-2000
위례성길,5.0,서울 송파구 방이동 88-17,
서울숲 거울연못,4.8,서울 성동구 성수동1가 645-2,
롯데월드 자이로스핀,4.6,서울 송파구 잠실동 47-1,1661-2000
방이동먹자촌,5.0,서울 송파구 방이동,
원지동 석불입상및석탑,4.0,서울 서초구 원지동 362-4,
롯데월드 로티트레인,0.0,서울 송파구 올림픽로 240,
응머리산,2.0,서울 서초구 양재동,
스카이브릿지,0.0,서울 송파구 올림픽로 300,
우면산 해맞이명소,3.0,,
서울숲 생태숲,5.0,서울 성동구 성수동1가 699-2,
우면지,0.0,서울 서초구 서초동 1180-2,
송파나루터비,0.0,서울 송파구 신천동 32 송파나루공원 동호 남단,
롯데월드매직아일랜드 회전그네,4.0,서울 송파구 송파나루길 15,
서초명품화랑,0.0,서울 서초구 사임당로 25,02-584-0919
김주용선생공덕비,0.0,서울 서초구 잠원로8길 3,
허밍웨이길,5.0,,
성안공상진묘역,1.0,서울 서초구 명달로 45,
옥녀봉,4.3,서울 서초구 원지동,
롯데월드 환타지드림,5.0,서울 송파구 송파나루길 15,1661-2000
제이홉숲,4.7,서울 성동구 성수동1가 720,
서울숲공원산책길,0.0,,
서리골서리풀나들길,5.0,,
대인농원,0.0,서울 서초구 원지동 289-2,
서울둘레길 10코스 산속에서 보는 서울길,0.0,,
반포천,5.0,서울 서초구 반포동,
뚝섬만세운동기념비,5.0,서울 성동구 성수동1가 718-2,
잠실뽕나무,0.0,서울 서초구 잠원로 157,
무주반딧불휴양단지,0.0,서울 서초구 바우뫼로7길 51,
탄천,0.0,서울 송파구 문정동,
롯데월드 번지드롭,4.6,서울 송파구 삼학사로 136,1661-2000
어린이대공원 능동숲속의무대,4.7,서울 광진구 능동로 216,
건대맛의거리,4.0,서울 광진구 동일로 114,
반포한강공원 반포안내센터,5.0,서울 서초구 신반포로11길 40,
성남누비길 인릉산길7구간,0.0,,
평화의소녀상,4.0,서울 서초구 반포대로27길 29 서초고등학교 교정,
우면산나들길,0.0,,
동의보감,0.0,서울 서초구 반포대로 201,
인릉산,4.1,서울 서초구 내곡동,
올림픽공원 몽촌토성 망월봉,5.0,서울 송파구 방이동,
서울숲 은행나무길,4.8,서울 성동구 뚝섬로 273,
성수동가죽거리,5.0,서울 성동구 성수동2가,
진달래능선,0.0,서울 서초구 원지동,
문정동 느티나무 보호수,0.0,서울 송파구 문정동 28-9,
진진낭,5.0,서울 광진구 자양로13다길 3,
카페스트리트,0.0,서울 송파구 올림픽로 300 롯데월드몰 1층,
서울숲 느린산책의정원,5.0,서울 성동구 성수동1가 720,
대한민국지역홍보센터,0.0,"서울 서초구 신반포로 지하 188 지하1,2층",02-3496-2200
낙천정터,0.0,서울 광진구 뚝섬로56가길 10,
범바위산,4.0,서울 서초구 내곡동,
샛골,0.0,서울 서초구 원지동,
돼지골,0.0,서울 서초구 내곡동,
보라믹,0.0,서울 송파구 올림픽로34길 31,
올림픽공원 해맞이명소,5.0,,
화양동느티나무,5.0,서울 광진구 화양동,02-450-7576
청권사부묘소,0.0,서울 서초구 효령로 135,02-584-3121
충헌공김구묘역,3.0,서울 송파구 올림픽로 424 몽촌토성 내,
명광도예,0.0,서울 송파구 오금로18길 5,02-423-0242
송파소리길,0.0,,
올림픽공원 한얼광장,5.0,서울 송파구 올림픽로 424,
건국대학교 황소상,2.3,서울 광진구 능동로 120,
한강나루터,5.0,서울 용산구 한남동 524-3,
코리아가이드,0.0,서울 송파구 오금로 58 잠실아이스페이스 1212호,
한강,0.0,서울 성동구 성수동1가,
파크코리아 주식회사,0.0,서울 송파구 오금로11길 47-10,
생활도자기공방,0.0,서울 서초구 청계산로 237,
세라아트도예학원,0.0,서울 서초구 효령로36길 18 2층,02-522-4121
형촌천,0.0,서울 서초구 우면동 745,
오금공원 인공폭포,5.0,서울 송파구 오금로 363,
세곡천,0.0,서울 서초구 내곡동,
방배동사이길,4.0,서울 서초구 방배동 32-2,
휘소가치,0.0,서울 송파구 올림픽로35길 104,
B101워크룸,0.0,서울 성동구 연무장1길 18-1 201호,
신반포올레길,0.0,,
성수대교 붕괴사고 터,5.0,서울 성동구 성수동1가 685-534,
칠지도백제의빛,0.0,서울 송파구 방이동 88-10,
양재천,5.0,서울 서초구 우면동,
안골,0.0,서울 서초구 우면동,
여의천,0.0,서울 서초구 신원동,
성내천 벚꽃길,4.3,서울 송파구 방이동 88-6,
어린이대공원 팔각당,5.0,서울 광진구 능동로 216,02-3436-2107
능안골,0.0,서울 서초구 우면동,
어린이대공원 음악분수,5.0,서울 광진구 능동로 216,
탄천,4.0,서울 송파구 장지동,
송파둘레길 장지천길,3.0,,
응봉산 해맞이명소,4.5,,
팬코라시아,0.0,서울 서초구 사평대로22길 41 성운빌딩 6층,
풍납동토성 남성벽 전망대,4.5,서울 송파구 풍납동 240,02-2147-2007
어린이대공원 꿈마루,0.0,서울 광진구 능동로 216,
성내천,0.0,서울 송파구 풍납동,
프레임칠,0.0,서울 송파구 충민로 10 가든파이브 툴(TOOL) 5층 421호,070-4651-3479
우면천,0.0,서울 서초구 우면동 634-179,
서울테마산책길 서울숲 공원길,0.0,,
건국대 구속사건 현장,0.0,서울 광진구 능동로 120,
한성백제왕도길,0.0,서울 송파구 방이동,
한강,0.0,서울 서초구 잠원동,
동빙고부군당,3.7,서울 용산구 서빙고로73길 24-27,
성동올레길,0.0,서울 성동구 성수동1가,
대동우물,0.0,서울 광진구 화양동 52,
뚝섬유수지체육공원 정수식물원,0.0,서울 성동구 서울숲길 25,
성수관광안내소,0.0,서울 성동구 아차산로 100,02-466-2286
화양정터,5.0,서울 광진구 화양동 110-32,
올림픽공원 안내센터1,1.0,서울 송파구 올림픽로 424,
서울숲 산책로,0.0,서울 성동구 성수동1가 678-4,
서울명예도로 한성백제로,0.0,,
서울어린이대공원 열대동물관,5.0,서울 광진구 능동로 216,
문화류씨묘역 문양군류희림묘역,0.0,서울 송파구 오금로 363,
밤을 걷는 밤 10화(응봉동),5.0,,
고하송진우선생동상,5.0,서울 광진구 능동로 216,
세종대학교 아사달연못,0.0,서울 광진구 능동로 209,
어린이대공원 전래동화마을,0.0,서울 광진구 광나루로 441,
수표터,5.0,서울 용산구 서빙고로 413,
서빙고터,4.3,서울 용산구 서빙고동 199-6,
인조임금과서흔남동상,0.0,서울 송파구 동남로 263,
어린이대공원 고객안내센터,2.0,서울 광진구 능동로 216,
몽촌토성나들길,0.0,,
어린이대공원 바다동물관,5.0,서울 광진구 능동로 216,
서울테마산책길 반포 수변길,0.0,,
광진숲나루 전망대,4.3,서울 광진구 광장동 401-14,02-450-7784
위례성대로,3.3,서울 송파구 방이동 181-8,
어린이대공원 방정환동상,5.0,서울 광진구 능동로 216,
서빙고동부군당,0.0,서울 용산구 서빙고로59길 3-6,02-2199-7243
성동송정둑길,4.0,,
보광동무후묘,3.7,서울 용산구 장문로15나길 6,02-794-5664
성내천,0.0,서울 송파구 오금동 141,
어린이대공원 생태연못,0.0,서울 광진구 광나루로 441,
아차산고구려역사길 2코스(토성산성어울길연계),0.0,,
어린이대공원 환경연못,5.0,서울 광진구 능동로 216,
중랑천,0.0,서울 성동구 송정동,
신선경과류인호묘역,0.0,서울 송파구 오금로 363,02-2147-2814
사당가구거리,2.0,서울 서초구 방배동 2287,
동빙고터,5.0,서울 성동구 옥수동 4,
풍납토성 경당지구,4.0,서울 송파구 풍납동 136,
풍납백제문화공원 백제살림집,5.0,서울 송파구 풍납동 197,
효리숲,0.0,서울 광진구 능동로 216,
국민교육헌장비,3.5,서울 광진구 능동로 216,
어린이대공원 맹수마을,3.0,서울 광진구 능동로 216,
강동구청 열린뜰광장,5.0,서울 강동구 성내로 25,
전농천,0.0,서울 성동구 송정동 75-4,
작은매봉,4.0,서울 성동구 금호동4가 1540,
어린이대공원 들새마을,0.0,서울 광진구 능동로 216,
천호동로데오거리,4.3,서울 강동구 천호동,
서울암사동유적,4.7,서울 강동구 올림픽로 875,02-3425-6520
광진교8번가,4.8,서울 강동구 구천면로 77,02-476-0722
강풀만화거리,2.4,서울 강동구 성내동,
광나루자전거공원 인증센터,4.8,서울 강동구 천호동 483-8,
일자산,4.2,서울 강동구 둔촌동 산 11-7,
천호문구완구거리,4.0,서울 강동구 천호동 456-16,
천호공구거리,1.8,서울 강동구 천호동 457-118,
자전거거리,4.5,서울 강동구 천호동,
주꾸미골목,4.8,서울 강동구 성내동,
고덕천,5.0,서울 강동구 상일동,
서울둘레길 6코스 한강을 따라 펼쳐지는 역사길,4.3,,
암사동선사주거지 움집,5.0,서울 강동구 올림픽로 875,
고덕산,5.0,서울 강동구 고덕동 산 93-9,
구암서원터,3.7,서울 강동구 암사동 산 1-2,
고덕수변생태공원 입구,0.0,서울 강동구 고덕동 365-15,
암사고개,4.4,서울 강동구 암사동 산 1-1,
광나루안내센터,0.0,서울 강동구 암사동 637-6,
천호동장미마을,0.0,서울 강동구 천호동 461-158,
성림식목원,2.0,서울 강동구 상일동 463-5,02-427-2414
명리단길,2.1,서울 강동구 명일동 312-4,
천지식물원,0.0,서울 강동구 둔촌동 576-7,
두산저수지,2.0,서울 강동구 길동 31-2,
고덕천,5.0,서울 강동구 고덕동,
상일리 만세광장,5.0,서울 강동구 상일동 511,
고덕산산책길,0.0,,
냉면거리,0.0,서울 강동구 천호동,
서울명예도로 천호자전거거리,0.0,,
강동그린웨이 걷기대회코스,5.0,,
예그리나도예공방,0.0,서울 강동구 동남로81길 54,
광주이씨 광릉부원군파묘역,3.0,서울 강동구 암사동 산 12-4,
매봉,0.0,서울 강동구 암사동 산 7-5,
광나루유원지,2.0,서울 강동구 암사동 624-1,
둔촌동자연습지,0.0,서울 강동구 둔촌동 211,
광나루자전거공원 레일바이크,0.0,서울 강동구 천호동 481-11,
문희공 유창묘역,0.0,서울 강동구 상일동 190,
아펜젤러 동상,5.0,서울 강동구 고덕로 227,
강동평화의소녀상,5.0,서울 강동구 성내로 25,
서울 둘레길 스탬프 3-2구간,0.0,서울 강동구 상일동 147,
길동자연생태공원 저수지지구,0.0,서울 강동구 길동 3,
망월천,0.0,서울 강동구 강일동,
영탁1호숲,0.0,서울 강동구 천호동 481-9,
고덕천,0.0,서울 강동구 고덕동,
영림관광농업,0.0,서울 강동구 강동대로 341,
해공신익희선생동상,5.0,서울 강동구 천호동 448-49,
승상산,0.0,서울 강동구 길동 산 10,
하니사랑길,5.0,서울 강동구 성내동 477-1,
서울명예도로 주꾸미골목,0.0,,
서울명예도로 로데오거리,0.0,,
다온이즈,0.0,서울 강동구 진황도로49길 41,010-4911-0733
선사주민협동조합,0.0,서울 강동구 고덕로10길 60,
서울테마산책길 일자산 치유의 숲길,4.5,,
일자산 둔굴,0.0,서울 강동구 둔촌동 산 18-18,
둔촌동 생태경관보전지역,0.0,서울 강동구 둔촌동 212,
서울명예도로 윌로비로,0.0,,
서울명예도로 하니희망길,0.0,,
서울테마산책길 고덕 자갈길,0.0,,
도담,0.0,서울 강동구 상암로 305,
나전칠기장,0.0,서울 강동구 성내동 565,
친환경아트홀토화,0.0,서울 강동구 명일로 273,1800-3318
바위절터,0.0,서울 강동구 암사동 1-7,
고지봉,0.0,서울 강동구 고덕동 93-8,
새우고개,0.0,서울 강동구 둔촌동,
고덕생태탐방로,0.0,서울 강동구 고덕동 374-1,
송월요,0.0,서울 강동구 올림픽로 664 대우한강베네시티 101동 819호,02-484-7118
한강,0.0,서울 강동구 암사동,
서울명예도로 문방무리길,0.0,,
일자산숲나들길,0.0,,
서울명예도로 하니사랑길,0.0,,
서울명예도로 암사선사유적로,0.0,,
응봉,0.0,서울 강동구 암사동 산 12-1,
서울둘레길 7코스 도심 속에서 만나는 작은 숲길,4.1,,
일자산 해맞이명소,0.0,,
북한산둘레길 1구간소나무숲길,4.2,,
북한산둘레길 3구간흰구름길,4.6,,
북한산둘레길 2구간순례길,4.3,,
북한산국립공원 백운대탐방지원센터,4.7,서울 강북구 우이동 산 68-1,
북한산둘레길 순례길(무장애탐방구간),0.0,,
4.19학생혁명기념탑,4.2,서울 강북구 4.19로8길 17,
우이천,4.4,서울 강북구 수유동,
우이동 만남의광장,5.0,서울 강북구 우이동 186-5,
북한산국립공원 우이탐방지원센터,4.5,서울 강북구 삼양로181길 349,02-998-8365
우이동계곡,3.9,서울 강북구 삼양로159길 60-7,
419카페거리,3.3,서울 강북구 4.19로 97,
북서울꿈의숲 전망대,3.9,서울 강북구 번동,
대동문,5.0,서울 강북구 수유동 68-1,
4.19탑,5.0,서울 강북구 수유동 568-42,
북서울꿈의숲 창녕위궁재사,4.6,서울 강북구 월계로 173,
수유동먹자골목,3.8,서울 강북구 한천로139길 42,
봉황각,4.3,서울 강북구 삼양로173길 107-12,
미아사거리 먹자골목,5.0,서울 강북구 미아동 860-68,
북한산 영봉,5.0,서울 강북구 우이동,
윤극영 가옥,4.5,서울 강북구 인수봉로84길 5,
오패산,4.7,서울 강북구 번동 산 19,
우이동유원지,5.0,서울 강북구 우이동,02-999-1478
우이동계곡,0.0,서울 강북구 우이동 245-1,02-909-0497
도선사마애석불,5.0,서울 강북구 우이동 264,02-993-3162
쥬니버스,0.0,서울 강북구 삼양로 447 지하 1층,010-9466-9596
우이동먹거리마을,0.0,서울 강북구 삼양로181길 45,
북한산 진달래능선,0.0,서울 강북구 수유동,
둘레길탐방안내센터,0.0,서울 강북구 4.19로28길 4,02-900-8085
구름전망대,4.8,서울 강북구 수유동 산 127-1,
북서울꿈의숲 계절수목원,0.0,서울 강북구 월계로 173,
수유리기사식당골목,2.0,서울 강북구 수유동 605-185,
북한산국립공원 대동문코스,0.0,,
용암문,5.0,서울 강북구 삼양로173길 116-203,
백련사 계곡,0.0,서울 강북구 수유동 산 127-4,
북서울꿈의숲 월영지,3.5,서울 강북구 월계로 173,
우이천,0.0,서울 강북구 번동,
여운형선생묘소,4.3,서울 강북구 우이동,
육모정고개,0.0,서울 강북구 우이동,
손병희선생묘소,5.0,서울 강북구 우이동 산 28-1,
신익희선생묘,0.0,서울 강북구 수유동,
북한산자락나들길,0.0,,
우이공원유원지,4.0,서울 강북구 삼양로181길 141-5,
강북구 우이천 테마산책길B,0.0,,
강북구 우이천 테마산책길A,0.0,,
구천폭포,0.0,서울 강북구 수유동 산 127-1,
평화의소녀상,5.0,서울 강북구 도봉로 351 강북구청 앞 소나무길,
소귀천계곡,5.0,서울 강북구 우이동,
만고강산약수터,5.0,서울 강북구 우이동 산 65-1,
화계사일주문,0.0,서울 강북구 수유동 642-5,
합궁바위,5.0,서울 강북구 우이동 산 68-1,
흰구름길전망데크,5.0,서울 강북구 수유동 산 164-1,
이시영묘,5.0,서울 강북구 수유동 73-3,
이준열사묘,4.0,서울 강북구 수유동,
조병옥박사묘,5.0,서울 강북구 수유동,
김창숙묘소,5.0,서울 강북구 수유동 산 127-4,
오패산나들길,5.0,,
오상순묘,4.0,서울 강북구 수유동 산 127-1,
김도연묘,0.0,서울 강북구 수유동 127-1,
